kind,repository,subject,status,owner,updated_at,expires_at,reason,source
repo,kysely-org/kysely,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L189
repo,langchain-ai/langchain,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L190
repo,lark-parser/lark,,used,,2026-09-12T12:50:51Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L785
repo,laspy/laspy,,used,,2026-09-06T12:35:02Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L632
repo,lepture/mistune,,note,,2026-09-12T13:51:49Z,,Historical notes: Investigation closed before implementation; no rejection reason specified; Maintainer referenced an existing implementation of the investigated behavior in issue 402. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L667 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L803
repo,lessthanoptimal/ejml,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L191
repo,linkedin/goavro,,note,,2026-09-12T16:52:26Z,,"Historical notes: Earlier local candidate had 189 gross production additions, below the then-required meaningful footprint. Recheck before treating any observation as current ineligibility.",https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L855
repo,listr2/listr2,,note,,2026-09-12T14:13:30Z,,Historical notes: Investigation ended without selecting a task; explicitly advisory only. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L813
repo,liweiyi88/onedump,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L192
repo,liyown/marknative,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L193
repo,llnl/raja,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L194
repo,luau-lang/luau,,note,,2026-09-06T00:38:04Z,,Historical notes: the distinctive type-pack reflection repair is substantially below the required production footprint. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L596
repo,lukas-krecan/jsonunit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L195
repo,lvcidpsyche/auto-browser,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L196
repo,maplibre/maplibre-tile-spec,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L197
repo,marin-community/marin,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L198
repo,matrix-org/matrix-appservice-irc,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L199
repo,mattn/anko,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L200
repo,maxatwork/form2js,,used,,2026-09-07T14:42:21Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L653
repo,mdlayher/netlink,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L201
repo,meriyah/meriyah,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L202
repo,meteor-community-packages/ground-db,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L203
repo,mfontanini/presenterm,,note,,2026-09-05T21:41:32Z,,Historical notes: canonical tests rely on a fixed UDP endpoint and timed sleep. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L363
repo,mickamy/sql-tap,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L204
repo,micro-editor/micro,,note,,2026-09-08T17:38:15Z,,Historical notes: Investigated behavior had public implementation overlap associated with issue 430. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L709
repo,microsoft/monaco-editor,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L205
repo,mikedh/trimesh,,used,,2026-09-12T12:01:14Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L781
repo,mittwald/kubernetes-replicator,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L206
repo,mmcdole/gofeed,,note,,2026-09-12T14:24:55Z,,Historical notes: Investigated behavior was already implemented upstream. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L816
repo,mne-tools/mne-python,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L207
repo,modelcontextprotocol/java-sdk,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L208
repo,moorcheh-ai/memanto,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L209
repo,movio/bramble,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L210
repo,mozilla/cargo-vet,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L211
repo,mozilla/pontoon,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L212
repo,mozman/ezdxf,,note,,2026-09-12T16:34:35Z,,"Historical notes: no committed dependency lock for reproducible offline development setup; Investigated scope was maintainer-declined in issue 1389; Earlier locally verified candidate had at most 178 production additions, below the then-required greater-than-200 threshold; Two investigated scopes had public implementation overlap and insufficient natural footprint. Recheck before treating any observation as current ineligibility.",https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L404 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L737 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L815 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L844
repo,mrjackwills/oxker,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L213
repo,mscdex/ssh2,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L214
repo,mtth/avsc,,note,,2026-09-09T14:23:01Z,,Historical notes: Default-branch commit dated 2025-04-10 failed the activity cutoff used on 2026-09-09. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L741
repo,muesli/gamut,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L215
repo,muesli/termenv,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L216
repo,mwilliamson/python-mammoth,,note,,2026-09-07T17:41:03Z,,Historical notes: no committed dependency lock for reproducible offline development setup; Recorded pull-request template said new pull requests were not currently accepted. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L412 ; https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L663
repo,nanomsg/mangos,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L217
repo,nartc/mapper,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L218
repo,narwhals-dev/narwhals,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L219
repo,nasa-ammos/3dtilesrendererjs,,used,,2026-09-09T14:31:58Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L745
repo,naver/kapture,,used,,2026-09-12T16:35:56Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L849
repo,neargye/magic_enum,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L220
repo,netromdk/vermin,,used,,2026-09-12T13:51:44Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L802
repo,nginxinc/crossplane,,used,,2026-09-07T17:44:13Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L668
repo,ngs-doo/dsl-json,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L221
repo,nhas/wag,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L222
repo,nidhaloff/igel,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L223
repo,noahbald/oxvg,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L224
repo,noborus/ov,,used,,2026-09-12T14:13:30Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L814
repo,nominal-io/instro,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L225
repo,noneback/go-taskflow,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L226
repo,nosarthur/gita,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L227
repo,ntex-rs/ntex,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L228
repo,numba/numba,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L229
repo,nvidia/hpc-container-maker,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L230
repo,nvidia/nvflare,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L231
repo,oasdiff/oasdiff,,note,,2026-09-06T01:08:55Z,,Historical notes: the complete callback contract is underspecified while the exact narrow repair is below the production footprint. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L620
repo,odygrd/quill,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L232
repo,ohler55/ojg,,used,,2026-09-12T10:49:59Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L763
repo,ohmjs/ohm,,used,,2026-09-12T14:24:55Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L818
repo,olofk/fusesoc,,used,,2026-09-12T13:44:54Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L800
repo,onsip/sip.js,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L233
repo,open-circle/valibot,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L234
repo,open-license-manager/licensecc,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L235
repo,open-policy-agent/opa,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L236
repo,open2b/scriggo,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L237
repo,openacid/slim,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L238
repo,opendataloader-project/opendataloader-pdf,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L239
repo,openflagr/flagr,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L240
repo,opensanctions/opensanctions,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L241
repo,oras-project/oras,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L242
repo,orbitjs/orbit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L243
repo,osgeo/gdal,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L244
repo,owloops/updo,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L245
repo,p2panda/p2panda,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L246
repo,padok-team/burrito,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L247
repo,paesslerag/gval,,used,,2026-09-08T17:29:14Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L703
repo,pamburus/hl,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L248
repo,pdfminer/pdfminer.six,,note,,2026-09-12T10:51:13Z,,Historical notes: Investigated behavior had material public implementation overlap. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L764
repo,pest-parser/pest,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L249
repo,peterbourgon/ff,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,User-maintained Olympus repository exclusion list (imported 2026-09-19).
repo,peterbrittain/asciimatics,,note,,2026-09-12T10:48:07Z,,"Historical notes: Earlier locally verified candidate had 180 meaningful production lines, below the then-required greater-than-200 threshold. Recheck before treating any observation as current ineligibility.",https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L759
repo,petl-developers/petl,,used,,2026-09-08T17:32:38Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L704
repo,pinchtab/pinchtab,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L250
repo,pixijs/pixijs,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L251
repo,platers/obsidian-linter,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L252
repo,pmndrs/koota,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L253
repo,prettytable/prettytable,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L254
repo,probe-rs/probe-rs,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L255
repo,projectmirador/mirador,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L256
repo,prometheus/alertmanager,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L257
repo,prometheus/prometheus,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L258
repo,prompt-toolkit/python-prompt-toolkit,,used,,2026-09-12T11:56:16Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L776
repo,protomaps/go-pmtiles,,note,,2026-09-05T21:53:45Z,,Historical notes: core directory traversal has close public prior art. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L390
repo,protomaps/pmtiles,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L259
repo,psd-tools/psd-tools,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L260
repo,py-pdf/pypdf,,used,,2026-09-07T14:37:47Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L648
repo,pycqa/bandit,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L261
repo,pydantic/pydantic-settings,,note,,2026-09-12T16:35:17Z,,Historical notes: Investigated behavior overlapped a public implementation attempt in PR 934. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L846
repo,pydata/sparse,,used,,2026-09-08T18:13:00Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L718
repo,pydicom/pydicom,,note,,2026-09-12T16:26:29Z,,Historical notes: Investigated behavior had material public implementation overlap. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L839
repo,pyexcel/pyexcel,,used,,2026-09-07T17:41:03Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L664
repo,pylabrobot/pylabrobot,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L262
repo,pymodbus-dev/pymodbus,,note,,2026-09-05T21:50:54Z,,Historical notes: canonical tests require source checkout writes and cwd-sensitive fixtures. Recheck before treating any observation as current ineligibility.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L383
repo,pypa/twine,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L263
repo,pyparsing/pyparsing,,used,,2026-09-12T13:51:49Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L804
repo,pysmt/pysmt,,used,,2026-09-08T17:38:05Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L706
repo,python-attrs/cattrs,,blocked,,,,Existing explicit repository exclusion; original reason not recorded.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L264
repo,python-cmd2/cmd2,,used,,2026-09-08T17:55:38Z,,Prior locally verified submission; this does not establish platform approval.,https://github.com/samridh-girdhar/disallowed-repos/blob/f8cf4e5c038231261885b55c772c71f63e6a7938/disallowed_repos.csv#L715
